CustomerID,Name,Sex,HouseLocation,Age,MaritalStatus,AccountBalance,Risk,IncomeEstimation,TransactionID,Amount,LocationCity,TransactionDateTime,AccountBalanceAfter,MerchantID,MCC,AccountType,MCC_Code,Merchant_Name,SubCategory,Location,Unnamed: 0,Offer_ID,Offer_Description,Offer_Start_Date,Offer_End_Date
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,142,91394.706484032,Aswan,2024-09-25 02:00:31,8410.56,39,5941,CREDIT_CARD,5732,Apple Store,Electronics,Aswan,89,89,15% off on all iPads,2023-11-15,2023-11-30
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,143,40866.191976019785,Fayoum,2024-10-28 19:20:43,4165.03,48,5651,DEBIT,5912,Al Hayat Pharmacy,Pharmacy,Luxor,48,48,15% off on all dental care products,2023-10-10,2023-10-25
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,143,40866.191976019785,Fayoum,2024-10-28 19:20:43,4165.03,48,5651,DEBIT,5912,Al Hayat Pharmacy,Pharmacy,Luxor,98,98,20% off on all toothpaste,2023-11-10,2023-11-25
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,147,88584.05947432233,Aswan,2024-11-26 09:35:04,6479.31,7,5912,DEBIT,5812,Buffalo Burger,Restaurant,Giza,7,7,20% off on all burgers,2023-10-05,2023-10-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,147,88584.05947432233,Aswan,2024-11-26 09:35:04,6479.31,7,5912,DEBIT,5812,Buffalo Burger,Restaurant,Giza,57,57,Free onion rings with any burger purchase,2023-11-05,2023-11-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,149,44653.86739927593,Alexandria,2024-09-26 08:18:53,188.28,38,5812,CREDIT_CARD,5732,Samsung Store,Electronics,Luxor,38,38,Free power bank with any mobile purchase,2023-10-10,2023-10-25
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,149,44653.86739927593,Alexandria,2024-09-26 08:18:53,188.28,38,5812,CREDIT_CARD,5732,Samsung Store,Electronics,Luxor,88,88,Free headset with any console purchase,2023-11-10,2023-11-25
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,151,24525.122352368457,Mansoura,2024-09-30 13:43:26,8079.93,1,5651,DEBIT,5812,McDonald's,Restaurant,Alexandria,1,1,"Buy one Big Mac, get one free",2023-10-05,2023-10-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,151,24525.122352368457,Mansoura,2024-09-30 13:43:26,8079.93,1,5651,DEBIT,5812,McDonald's,Restaurant,Alexandria,51,51,20% off on all breakfast meals,2023-11-05,2023-11-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,152,44511.619275035264,Alexandria,2024-03-11 14:56:28,5563.97,23,5732,CREDIT_CARD,5651,Bershka,Clothing,Luxor,23,23,Free scarf with any winter jacket purchase,2023-10-15,2023-10-30
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,152,44511.619275035264,Alexandria,2024-03-11 14:56:28,5563.97,23,5732,CREDIT_CARD,5651,Bershka,Clothing,Luxor,73,73,Free gloves with any winter coat purchase,2023-11-15,2023-11-30
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,155,160446.3597051247,Giza,2024-03-05 08:31:54,389.12,30,5812,DEBIT,5732,Souq.com,Electronics,Cairo,30,30,10% off on all electronics,2023-10-01,2023-10-15
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,155,160446.3597051247,Giza,2024-03-05 08:31:54,389.12,30,5812,DEBIT,5732,Souq.com,Electronics,Cairo,80,80,15% off on all laptops,2023-11-01,2023-11-15
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,156,88379.69588996201,Port Said,2024-10-05 20:43:47,2705.81,12,5812,DEBIT,5411,Seoudi Market,Grocery,Giza,12,12,20% off on fresh produce,2023-10-10,2023-10-25
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,156,88379.69588996201,Port Said,2024-10-05 20:43:47,2705.81,12,5812,DEBIT,5411,Seoudi Market,Grocery,Giza,62,62,25% off on all bakery items,2023-11-10,2023-11-25
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,164,9993.247177633937,Cairo,2024-03-13 02:27:15,5467.9,26,5812,DEBIT,5651,Stradivarius,Clothing,Alexandria,26,26,Free socks with any shoe purchase,2023-10-01,2023-10-15
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,164,9993.247177633937,Cairo,2024-03-13 02:27:15,5467.9,26,5812,DEBIT,5651,Stradivarius,Clothing,Alexandria,76,76,Free belt with any jeans purchase,2023-11-01,2023-11-15
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,184,2411.9019887298496,Fayoum,2024-09-09 11:02:32,8985.13,40,5999,CREDIT_CARD,5912,Seif Pharmacy,Pharmacy,Cairo,40,40,Get a free vitamin pack with any purchase,2023-10-01,2023-10-15
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,184,2411.9019887298496,Fayoum,2024-09-09 11:02:32,8985.13,40,5999,CREDIT_CARD,5912,Seif Pharmacy,Pharmacy,Cairo,90,90,Get a free first aid kit with any purchase,2023-11-01,2023-11-15
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,186,68647.3716684333,Fayoum,2024-08-20 00:47:34,3794.01,47,5999,DEBIT,5912,Al Safa Pharmacy,Pharmacy,Giza,47,47,Free hand sanitizer with any purchase above EGP 100,2023-10-05,2023-10-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,186,68647.3716684333,Fayoum,2024-08-20 00:47:34,3794.01,47,5999,DEBIT,5912,Al Safa Pharmacy,Pharmacy,Giza,97,97,Free sanitizer with any purchase above EGP 150,2023-11-05,2023-11-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,190,13468.664529446874,Aswan,2024-04-05 06:50:40,1529.06,25,5651,CREDIT_CARD,5651,LC Waikiki,Clothing,Cairo,25,25,10% off on all sports wear,2023-10-25,2023-11-10
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,190,13468.664529446874,Aswan,2024-04-05 06:50:40,1529.06,25,5651,CREDIT_CARD,5651,LC Waikiki,Clothing,Cairo,75,75,10% off on all running shoes,2023-11-25,2023-12-10
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,193,109818.06364755052,Giza,2024-10-03 03:23:52,2116.97,5,5941,CREDIT_CARD,5812,Starbucks,Restaurant,Cairo,5,5,"Buy one coffee, get one free",2023-10-25,2023-11-10
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,193,109818.06364755052,Giza,2024-10-03 03:23:52,2116.97,5,5941,CREDIT_CARD,5812,Starbucks,Restaurant,Cairo,55,55,Free refill on all coffee orders,2023-11-25,2023-12-10
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,197,6764.622104266119,Cairo,2024-05-11 01:29:22,8182.88,46,5999,CREDIT_CARD,5912,Al Borg Pharmacy,Pharmacy,Alexandria,46,46,20% off on all hair care products,2023-10-01,2023-10-15
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,197,6764.622104266119,Cairo,2024-05-11 01:29:22,8182.88,46,5999,CREDIT_CARD,5912,Al Borg Pharmacy,Pharmacy,Alexandria,96,96,30% off on all shampoos,2023-11-01,2023-11-15
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,212,62202.195592268225,Mansoura,2024-10-16 03:45:16,1049.13,46,5732,CREDIT_CARD,5912,Al Borg Pharmacy,Pharmacy,Alexandria,46,46,20% off on all hair care products,2023-10-01,2023-10-15
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,212,62202.195592268225,Mansoura,2024-10-16 03:45:16,1049.13,46,5732,CREDIT_CARD,5912,Al Borg Pharmacy,Pharmacy,Alexandria,96,96,30% off on all shampoos,2023-11-01,2023-11-15
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,223,44120.95727232707,Fayoum,2024-05-18 13:21:12,1768.79,4,5912,CREDIT_CARD,5812,Hardee's,Restaurant,Aswan,4,4,Combo meal for just EGP 50,2023-10-20,2023-11-05
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,223,44120.95727232707,Fayoum,2024-05-18 13:21:12,1768.79,4,5912,CREDIT_CARD,5812,Hardee's,Restaurant,Aswan,54,54,Combo meal for just EGP 60,2023-11-20,2023-12-05
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,226,69926.6699069871,Port Said,2024-03-20 13:39:39,4626.07,10,5999,CREDIT_CARD,5411,Carrefour,Grocery,Cairo,10,10,10% off on all groceries,2023-10-01,2023-10-15
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,226,69926.6699069871,Port Said,2024-03-20 13:39:39,4626.07,10,5999,CREDIT_CARD,5411,Carrefour,Grocery,Cairo,60,60,15% off on all organic products,2023-11-01,2023-11-15
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,235,14006.349212085079,Suez,2024-03-20 11:55:01,2595.09,35,5732,CREDIT_CARD,5732,Sharaf DG,Electronics,Cairo,35,35,10% off on all TVs,2023-10-25,2023-11-10
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,235,14006.349212085079,Suez,2024-03-20 11:55:01,2595.09,35,5732,CREDIT_CARD,5732,Sharaf DG,Electronics,Cairo,85,85,10% off on all sound systems,2023-11-25,2023-12-10
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,305,15089.695752544983,Mansoura,2024-02-08 03:33:25,8818.88,42,5999,DEBIT,5912,19011 Pharmacy,Pharmacy,Giza,42,42,Free consultation with any purchase above EGP 200,2023-10-10,2023-10-25
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,305,15089.695752544983,Mansoura,2024-02-08 03:33:25,8818.88,42,5999,DEBIT,5912,19011 Pharmacy,Pharmacy,Giza,92,92,Free consultation with any purchase above EGP 300,2023-11-10,2023-11-25
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,326,33109.12550312207,Aswan,2024-09-28 13:01:08,3200.0,25,5812,CREDIT_CARD,5651,LC Waikiki,Clothing,Cairo,25,25,10% off on all sports wear,2023-10-25,2023-11-10
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,326,33109.12550312207,Aswan,2024-09-28 13:01:08,3200.0,25,5812,CREDIT_CARD,5651,LC Waikiki,Clothing,Cairo,75,75,10% off on all running shoes,2023-11-25,2023-12-10
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,340,73122.566806906,Aswan,2024-09-08 10:21:51,8194.58,12,5912,DEBIT,5411,Seoudi Market,Grocery,Giza,12,12,20% off on fresh produce,2023-10-10,2023-10-25
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,340,73122.566806906,Aswan,2024-09-08 10:21:51,8194.58,12,5912,DEBIT,5411,Seoudi Market,Grocery,Giza,62,62,25% off on all bakery items,2023-11-10,2023-11-25
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,367,159449.89033947198,Mansoura,2024-10-09 02:01:29,802.36,27,5651,DEBIT,5651,Defacto,Clothing,Giza,27,27,15% off on all accessories,2023-10-05,2023-10-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,367,159449.89033947198,Mansoura,2024-10-09 02:01:29,802.36,27,5651,DEBIT,5651,Defacto,Clothing,Giza,77,77,20% off on all handbags,2023-11-05,2023-11-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,369,16713.479205694657,Giza,2024-08-17 21:46:59,7115.74,10,5732,DEBIT,5411,Carrefour,Grocery,Cairo,10,10,10% off on all groceries,2023-10-01,2023-10-15
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,369,16713.479205694657,Giza,2024-08-17 21:46:59,7115.74,10,5732,DEBIT,5411,Carrefour,Grocery,Cairo,60,60,15% off on all organic products,2023-11-01,2023-11-15
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,413,120986.58277138424,Fayoum,2024-10-23 20:04:10,5452.05,11,5651,DEBIT,5411,HyperOne,Grocery,Alexandria,11,11,Get EGP 100 off on purchases above EGP 500,2023-10-05,2023-10-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,413,120986.58277138424,Fayoum,2024-10-23 20:04:10,5452.05,11,5651,DEBIT,5411,HyperOne,Grocery,Alexandria,61,61,Get EGP 150 off on purchases above EGP 700,2023-11-05,2023-11-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,414,6359.686964536104,Tanta,2024-06-07 06:52:27,1715.59,5,5651,DEBIT,5812,Starbucks,Restaurant,Cairo,5,5,"Buy one coffee, get one free",2023-10-25,2023-11-10
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,414,6359.686964536104,Tanta,2024-06-07 06:52:27,1715.59,5,5651,DEBIT,5812,Starbucks,Restaurant,Cairo,55,55,Free refill on all coffee orders,2023-11-25,2023-12-10
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,425,33943.509702358904,Giza,2025-01-07 19:29:59,2698.47,3,5411,CREDIT_CARD,5812,Burger King,Restaurant,Luxor,3,3,Free fries with any burger purchase,2023-10-15,2023-10-30
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,425,33943.509702358904,Giza,2025-01-07 19:29:59,2698.47,3,5411,CREDIT_CARD,5812,Burger King,Restaurant,Luxor,53,53,10% off on all chicken burgers,2023-11-15,2023-11-30
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,428,84540.75700037651,Suez,2024-03-26 23:20:46,2269.6,21,5999,DEBIT,5651,Zara,Clothing,Alexandria,21,21,"Buy 2, get 1 free on all items",2023-10-05,2023-10-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,428,84540.75700037651,Suez,2024-03-26 23:20:46,2269.6,21,5999,DEBIT,5651,Zara,Clothing,Alexandria,71,71,"Buy 1, get 1 free on all sweaters",2023-11-05,2023-11-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,433,44430.71339924383,Luxor,2024-08-29 14:32:34,9197.51,4,5999,DEBIT,5812,Hardee's,Restaurant,Aswan,4,4,Combo meal for just EGP 50,2023-10-20,2023-11-05
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,433,44430.71339924383,Luxor,2024-08-29 14:32:34,9197.51,4,5999,DEBIT,5812,Hardee's,Restaurant,Aswan,54,54,Combo meal for just EGP 60,2023-11-20,2023-12-05
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,443,62228.148333365316,Cairo,2024-06-25 21:26:49,9424.16,45,5651,DEBIT,5912,Misr Pharmacy,Pharmacy,Cairo,45,45,Free mask with any purchase,2023-10-25,2023-11-10
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,443,62228.148333365316,Cairo,2024-06-25 21:26:49,9424.16,45,5651,DEBIT,5912,Misr Pharmacy,Pharmacy,Cairo,95,95,Free hand cream with any purchase,2023-11-25,2023-12-10
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,448,107544.35495519334,Luxor,2024-10-26 01:53:33,4319.8,48,5812,CREDIT_CARD,5912,Al Hayat Pharmacy,Pharmacy,Luxor,48,48,15% off on all dental care products,2023-10-10,2023-10-25
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,448,107544.35495519334,Luxor,2024-10-26 01:53:33,4319.8,48,5812,CREDIT_CARD,5912,Al Hayat Pharmacy,Pharmacy,Luxor,98,98,20% off on all toothpaste,2023-11-10,2023-11-25
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,460,10583.703736867597,Port Said,2024-12-19 07:43:00,4595.63,4,5812,DEBIT,5812,Hardee's,Restaurant,Aswan,4,4,Combo meal for just EGP 50,2023-10-20,2023-11-05
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,460,10583.703736867597,Port Said,2024-12-19 07:43:00,4595.63,4,5812,DEBIT,5812,Hardee's,Restaurant,Aswan,54,54,Combo meal for just EGP 60,2023-11-20,2023-12-05
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,462,30668.747815246996,Port Said,2024-02-07 05:19:14,4270.92,41,5411,CREDIT_CARD,5912,El Ezaby Pharmacy,Pharmacy,Alexandria,41,41,20% off on all skincare products,2023-10-05,2023-10-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,462,30668.747815246996,Port Said,2024-02-07 05:19:14,4270.92,41,5411,CREDIT_CARD,5912,El Ezaby Pharmacy,Pharmacy,Alexandria,91,91,25% off on all hair care products,2023-11-05,2023-11-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,475,171243.01379159236,Fayoum,2024-01-26 18:21:04,3162.38,4,5941,CREDIT_CARD,5812,Hardee's,Restaurant,Aswan,4,4,Combo meal for just EGP 50,2023-10-20,2023-11-05
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,475,171243.01379159236,Fayoum,2024-01-26 18:21:04,3162.38,4,5941,CREDIT_CARD,5812,Hardee's,Restaurant,Aswan,54,54,Combo meal for just EGP 60,2023-11-20,2023-12-05
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,487,143880.77190019932,Mansoura,2024-05-19 15:23:29,9985.32,14,5411,CREDIT_CARD,5411,Kheir Zaman,Grocery,Aswan,14,14,15% off on all dairy products,2023-10-20,2023-11-05
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,487,143880.77190019932,Mansoura,2024-05-19 15:23:29,9985.32,14,5411,CREDIT_CARD,5411,Kheir Zaman,Grocery,Aswan,64,64,20% off on all frozen foods,2023-11-20,2023-12-05
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,489,93545.92568961935,Fayoum,2024-01-13 19:05:46,6096.36,41,5912,DEBIT,5912,El Ezaby Pharmacy,Pharmacy,Alexandria,41,41,20% off on all skincare products,2023-10-05,2023-10-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,489,93545.92568961935,Fayoum,2024-01-13 19:05:46,6096.36,41,5912,DEBIT,5912,El Ezaby Pharmacy,Pharmacy,Alexandria,91,91,25% off on all hair care products,2023-11-05,2023-11-20
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,492,99556.75504060602,Mansoura,2024-12-26 12:37:11,4366.1,3,5941,CREDIT_CARD,5812,Burger King,Restaurant,Luxor,3,3,Free fries with any burger purchase,2023-10-15,2023-10-30
0,Ahmed Ali,Male,Cairo,30,Single,15000.0,Medium,50000.0,492,99556.75504060602,Mansoura,2024-12-26 12:37:11,4366.1,3,5941,CREDIT_CARD,5812,Burger King,Restaurant,Luxor,53,53,10% off on all chicken burgers,2023-11-15,2023-11-30
1,Mona Samy,Female,Alexandria,28,Married,20000.0,Low,60000.0,25,71717.0696469425,Giza,2024-04-01 00:19:22,9359.33,35,5912,CREDIT_CARD,5732,Sharaf DG,Electronics,Cairo,35,35,10% off on all TVs,2023-10-25,2023-11-10
1,Mona Samy,Female,Alexandria,28,Married,20000.0,Low,60000.0,25,71717.0696469425,Giza,2024-04-01 00:19:22,9359.33,35,5912,CREDIT_CARD,5732,Sharaf DG,Electronics,Cairo,85,85,10% off on all sound systems,2023-11-25,2023-12-10
